countryname,Year,infant_mortality,sender_combination,endyearUS,sanctions_success,us_length
Guatemala,2015,24.3,NA,NA,NA,16
Guinea,2003,91.7,US,2004,1,1
Guinea,2004,88.2,NA,NA,NA,1
Guinea,2005,84.9,NA,NA,NA,1
Guinea,2006,81.9,NA,NA,NA,1
Guinea,2007,79,NA,NA,NA,1
Guinea,2008,76.3,NA,2010,1,1
Guinea,2009,73.7,NA,NA,NA,1
Guinea,2010,71.2,NA,NA,NA,1
Guinea,2011,68.9,NA,NA,NA,1
Guinea,2012,66.8,NA,NA,NA,1
Guinea,2013,64.7,NA,NA,NA,1
Guinea,2014,62.8,NA,NA,NA,1
Guinea,2015,61,NA,NA,NA,1
Haiti,1987,108.8,US,1990,1,1
Haiti,1988,106.1,NA,NA,NA,2
Haiti,1989,103.5,NA,NA,NA,3
Haiti,1990,101,NA,NA,NA,4
Haiti,1991,98.4,NA,1994,1,4
Haiti,1992,95.8,NA,NA,NA,4
Haiti,1993,93.1,NA,NA,NA,4
Haiti,1994,90.4,US,2006,1,4
Haiti,1995,87.8,NA,NA,NA,5
Haiti,1996,85.1,NA,NA,NA,6
Haiti,1997,82.4,NA,NA,NA,7
Haiti,1998,79.9,NA,NA,NA,8
Haiti,1999,77.4,US,2004,NA,16
Haiti,2000,75,NA,2004,1,17
Haiti,2001,72.8,NA,NA,NA,18
Haiti,2002,70.7,NA,NA,NA,19
Haiti,2003,68.9,NA,NA,NA,20
Haiti,2004,67.2,NA,NA,NA,21
Haiti,2005,65.6,NA,NA,NA,21
Haiti,2006,64.1,NA,NA,NA,21
Haiti,2007,62.7,NA,NA,NA,21
Haiti,2008,61.3,NA,NA,NA,21
Haiti,2009,60,NA,NA,NA,21
Haiti,2010,85.5,NA,NA,NA,21
Haiti,2011,57.5,NA,NA,NA,21
Haiti,2012,56.2,NA,NA,NA,21
Haiti,2013,54.8,NA,NA,NA,21
Haiti,2014,53.5,NA,NA,NA,21
Haiti,2015,52.2,NA,NA,NA,21
Honduras,2002,28.2,US,2003,NA,1
Honduras,2003,27.1,NA,NA,NA,1
Honduras,2004,26,NA,NA,NA,1
Honduras,2005,25,NA,NA,NA,1
Honduras,2006,24.1,NA,NA,NA,1
Honduras,2007,23.2,NA,NA,NA,1
Honduras,2008,22.3,NA,NA,NA,1
Honduras,2009,21.4,NA,2010,1,1
Honduras,2010,20.7,NA,NA,NA,1
Honduras,2011,19.9,NA,NA,NA,1
Honduras,2012,19.2,NA,NA,NA,1
Honduras,2013,18.6,NA,NA,NA,1
Honduras,2014,18,NA,NA,NA,1
Honduras,2015,17.4,NA,NA,NA,1
India,1992,83.9,US,1994,0,1
India,1993,81.7,NA,NA,NA,2
India,1994,79.6,NA,NA,NA,3
India,1995,77.5,NA,NA,NA,3
India,1996,75.4,NA,NA,NA,3
India,1997,73.1,NA,NA,NA,3
India,1998,70.9,NA,2001,0,3
India,1999,68.6,NA,NA,NA,3
India,2000,66.4,NA,NA,NA,3
India,2001,64.2,NA,NA,NA,3
India,2002,62,NA,NA,NA,3
India,2003,59.9,NA,NA,NA,3
India,2004,57.8,NA,NA,NA,3
India,2005,55.8,US,2009,NA,3
India,2006,53.9,NA,2006,NA,4
India,2007,51.9,NA,NA,NA,5
India,2008,50,NA,NA,NA,6
India,2009,48.2,NA,NA,NA,7
India,2010,46.3,NA,NA,NA,7
India,2011,44.4,NA,NA,NA,7
India,2012,42.6,NA,NA,NA,7
India,2013,40.9,NA,NA,NA,7
India,2014,39.3,NA,NA,NA,7
India,2015,37.9,NA,NA,NA,7
Iraq,1984,48.7,US,2003,0,1
Iraq,1985,47.4,NA,NA,NA,2
Iraq,1986,46.1,NA,NA,NA,3
Iraq,1987,45.1,NA,NA,NA,4
Iraq,1988,44,NA,NA,NA,5
Iraq,1989,43.1,NA,NA,NA,6
Iraq,1990,42.3,NA,1991,0,7
Iraq,1991,41.6,NA,2003,0,8
Iraq,1992,40.8,NA,NA,NA,9
Iraq,1993,40.2,NA,NA,NA,10
Iraq,1994,39.5,NA,NA,NA,11
Iraq,1995,38.9,NA,NA,NA,12
Iraq,1996,38.3,NA,NA,NA,13
Iraq,1997,37.6,NA,NA,NA,14
Iraq,1998,37,NA,NA,NA,15
Iraq,1999,36.4,NA,NA,NA,16
Iraq,2000,35.8,NA,NA,NA,17
Iraq,2001,35.2,NA,NA,NA,18
Iraq,2002,34.6,NA,NA,NA,19
Iraq,2003,34.1,NA,NA,NA,20
Iraq,2004,33.5,NA,NA,NA,20
Iraq,2005,33,NA,NA,NA,20
Iraq,2006,32.4,NA,NA,NA,20
Iraq,2007,31.8,NA,NA,NA,20
Iraq,2008,31.2,NA,NA,NA,20
Iraq,2009,30.6,NA,NA,NA,20
Iraq,2010,30,NA,NA,NA,20
Iraq,2011,29.3,NA,NA,NA,20
Iraq,2012,28.7,NA,NA,NA,20
Iraq,2013,27.9,NA,NA,NA,20
Iraq,2014,27.2,NA,NA,NA,20
Iraq,2015,26.5,NA,NA,NA,20
Ireland,2002,5.4,US,2009,0,1
Ireland,2003,5.1,NA,NA,NA,2
Ireland,2004,4.7,NA,NA,NA,3
Ireland,2005,4.4,NA,NA,NA,4
Ireland,2006,4.1,NA,NA,NA,5
Ireland,2007,3.9,NA,NA,NA,6
Ireland,2008,3.8,NA,NA,NA,7
Ireland,2009,3.6,NA,NA,NA,8
Ireland,2010,3.5,NA,NA,NA,8
Ireland,2011,3.4,NA,NA,NA,8
Ireland,2012,3.4,NA,NA,NA,8
Ireland,2013,3.2,NA,NA,NA,8
Ireland,2014,3.1,NA,NA,NA,8
Ireland,2015,3,NA,NA,NA,8
Israel,2003,4.9,US,2004,0,1
Israel,2004,4.7,US,2005,1,1
Israel,2005,4.5,NA,NA,NA,1
Israel,2006,4.3,NA,NA,NA,1
Israel,2007,4.1,NA,NA,NA,1
Israel,2008,3.9,NA,NA,NA,1
Israel,2009,3.8,NA,NA,NA,1
Israel,2010,3.7,NA,2010,NA,1
Israel,2011,3.5,NA,NA,NA,1
Israel,2012,3.4,NA,NA,NA,1
Israel,2013,3.3,NA,NA,NA,1
Israel,2014,3.3,NA,NA,NA,1
Israel,2015,3.2,NA,NA,NA,1
Jordan,1990,30,US,1994,1,1
Jordan,1991,29.1,NA,NA,NA,2
Jordan,1992,28.3,NA,NA,NA,3
Jordan,1993,27.5,NA,NA,NA,4
Jordan,1994,26.8,NA,NA,NA,5
Jordan,1995,26.2,NA,NA,NA,5
Jordan,1996,25.5,NA,NA,NA,5
Jordan,1997,24.9,NA,NA,NA,5
Jordan,1998,24.3,NA,NA,NA,5
Jordan,1999,23.8,NA,NA,NA,5
Jordan,2000,23.2,NA,NA,NA,5
Jordan,2001,22.6,NA,NA,NA,5
Jordan,2002,22.1,NA,NA,NA,5
Jordan,2003,21.5,NA,NA,NA,5
Jordan,2004,20.9,US,2009,NA,5
Jordan,2005,20.4,NA,NA,NA,6
Jordan,2006,19.9,NA,NA,NA,7
Jordan,2007,19.3,NA,NA,NA,8
Jordan,2008,18.8,NA,NA,NA,9
Jordan,2009,18.3,NA,NA,NA,10
Jordan,2010,17.8,NA,NA,NA,10
Jordan,2011,17.3,NA,NA,NA,10
Jordan,2012,16.8,NA,NA,NA,10
Jordan,2013,16.3,NA,NA,NA,10
Jordan,2014,15.8,NA,NA,NA,10
Jordan,2015,15.4,NA,NA,NA,10
Kenya,2005,54.3,US,2009,0,1
Kenya,2006,51.8,NA,NA,NA,2
Kenya,2007,49.5,NA,NA,NA,3
Kenya,2008,46.2,NA,2008,NA,4
Kenya,2009,44.3,US,2010,NA,5
Kenya,2010,42.4,NA,NA,NA,5
Kenya,2011,40.3,NA,NA,NA,5
Kenya,2012,39.2,NA,2012,NA,5
Kenya,2013,38,NA,NA,NA,5
Kenya,2014,36.6,NA,NA,NA,5
Kenya,2015,35.5,NA,NA,NA,5
Kuwait,1991,15.3,US,1992,NA,1
Kuwait,1992,14,NA,NA,NA,1
Kuwait,1993,13.5,NA,NA,NA,1
Kuwait,1994,13.1,NA,NA,NA,1
Kuwait,1995,12.7,NA,NA,NA,1
Kuwait,1996,12.3,NA,NA,NA,1
Kuwait,1997,11.9,NA,NA,NA,1
Kuwait,1998,11.5,NA,NA,NA,1
Kuwait,1999,11.1,NA,NA,NA,1
Kuwait,2000,10.9,NA,NA,NA,1
Kuwait,2001,10.7,NA,NA,NA,1
Kuwait,2002,10.6,NA,NA,NA,1
Kuwait,2003,10.4,NA,NA,NA,1
Kuwait,2004,10.3,NA,NA,NA,1
Kuwait,2005,10.1,NA,NA,NA,1
Kuwait,2006,10,NA,NA,NA,1
Kuwait,2007,9.8,NA,NA,NA,1
Kuwait,2008,9.7,NA,NA,NA,1
Kuwait,2009,9.5,NA,NA,NA,1
Kuwait,2010,9.2,NA,NA,NA,1
Kuwait,2011,8.9,NA,NA,NA,1
Kuwait,2012,8.5,NA,NA,NA,1
Kuwait,2013,8.1,NA,NA,NA,1
Kuwait,2014,7.7,NA,NA,NA,1
Kuwait,2015,7.3,NA,NA,NA,1
Latvia,2002,12.8,US,2003,0,1
Latvia,2003,12.2,NA,NA,NA,1
Latvia,2004,11.4,NA,NA,NA,1
Latvia,2005,10.7,NA,NA,NA,1
Latvia,2006,10.1,NA,NA,NA,1
Latvia,2007,9.6,NA,NA,NA,1
Latvia,2008,9.1,NA,NA,NA,1
Latvia,2009,8.6,NA,NA,NA,1
Latvia,2010,8.2,NA,NA,NA,1
Latvia,2011,7.8,NA,NA,NA,1
Latvia,2012,7.6,NA,NA,NA,1
Latvia,2013,7.4,NA,NA,NA,1
Latvia,2014,7.2,NA,NA,NA,1
Latvia,2015,6.9,NA,NA,NA,1
Lebanon,1984,35,US,1997,1,1
Lebanon,1985,33.6,NA,NA,NA,2
Lebanon,1986,32.2,NA,NA,NA,3
Lebanon,1987,30.8,NA,NA,NA,4
Lebanon,1988,29.4,NA,NA,NA,5
Lebanon,1989,28.2,NA,NA,NA,6
Lebanon,1990,26.9,US,1997,NA,14
Lebanon,1991,25.8,NA,NA,NA,15
Lebanon,1992,24.7,NA,NA,NA,16
Lebanon,1993,23.7,NA,NA,NA,17
Lebanon,1994,22.7,NA,NA,NA,18
Lebanon,1995,21.8,NA,NA,NA,19
Lebanon,1996,20.8,NA,NA,NA,20
Lebanon,1997,19.9,NA,NA,NA,21
Lebanon,1998,19,NA,NA,NA,21
Lebanon,1999,18.1,NA,NA,NA,21
Lebanon,2000,17.1,NA,NA,NA,21
Lebanon,2001,16.1,NA,NA,NA,21
Lebanon,2002,15.1,NA,NA,NA,21
Lebanon,2003,14.1,NA,NA,NA,21
Lebanon,2004,13.1,NA,NA,NA,21
Lebanon,2005,12.1,NA,NA,NA,21
Lebanon,2006,11.2,NA,NA,NA,21
Lebanon,2007,10.4,NA,NA,NA,21
Lebanon,2008,9.7,NA,NA,NA,21
Lebanon,2009,9.2,NA,NA,NA,21
Lebanon,2010,8.7,NA,NA,NA,21
Lebanon,2011,8.3,NA,NA,NA,21
Lebanon,2012,7.9,NA,NA,NA,21
Lebanon,2013,7.6,NA,NA,NA,21
Lebanon,2014,7.3,NA,NA,NA,21
Lebanon,2015,7.1,NA,NA,NA,21
Lesotho,2000,84.1,US,2006,1,1
Lesotho,2001,85.2,NA,NA,NA,2
Lesotho,2002,86.3,NA,NA,NA,3
Lesotho,2003,87.3,NA,NA,NA,4
Lesotho,2004,87.9,NA,NA,NA,5
Lesotho,2005,88.1,NA,NA,NA,6
Lesotho,2006,87.5,NA,NA,NA,7
Lesotho,2007,84.3,NA,NA,NA,7
Lesotho,2008,84.5,NA,NA,NA,7
Lesotho,2009,78.8,NA,NA,NA,7
Lesotho,2010,75.2,NA,NA,NA,7
Lesotho,2011,71.9,NA,NA,NA,7
Lesotho,2012,72.3,NA,NA,NA,7
Lesotho,2013,71.9,NA,NA,NA,7
Lesotho,2014,70.5,NA,NA,NA,7
Lesotho,2015,69.2,NA,NA,NA,7
Liechtenstein,2001,NA,US,2009,NA,1
Liechtenstein,2002,NA,NA,NA,NA,2
Liechtenstein,2003,NA,NA,NA,NA,3
Liechtenstein,2004,NA,NA,NA,NA,4
Liechtenstein,2005,NA,NA,NA,NA,5
Liechtenstein,2006,NA,NA,NA,NA,6
Liechtenstein,2007,NA,NA,NA,NA,7
Liechtenstein,2008,NA,NA,NA,NA,8
Liechtenstein,2009,NA,NA,NA,NA,9
Liechtenstein,2010,NA,NA,NA,NA,9
Liechtenstein,2011,NA,NA,NA,NA,9
Liechtenstein,2012,NA,NA,NA,NA,9
Liechtenstein,2013,NA,NA,NA,NA,9
Liechtenstein,2014,NA,NA,NA,NA,9
Liechtenstein,2015,NA,NA,NA,NA,9
Malawi,2002,88.8,US,2003,1,1
Malawi,2003,81.6,NA,NA,NA,1
Malawi,2004,75.5,NA,NA,NA,1
Malawi,2005,70.7,NA,NA,NA,1
Malawi,2006,67.1,NA,NA,NA,1
Malawi,2007,64.5,NA,NA,NA,1
Malawi,2008,61.7,NA,NA,NA,1
Malawi,2009,59.6,NA,NA,NA,1
Malawi,2010,57.5,NA,NA,NA,1
Malawi,2011,53.8,NA,NA,NA,1
Malawi,2012,50.2,NA,NA,NA,1
Malawi,2013,47.3,NA,NA,NA,1
Malawi,2014,45.1,NA,NA,NA,1
Malawi,2015,43.4,NA,NA,NA,1
Mali,2000,116,US,2009,0,1
Mali,2001,112.6,NA,NA,NA,2
Mali,2002,108.8,NA,NA,NA,3
Mali,2003,104.7,NA,NA,NA,4
Mali,2004,100.6,NA,NA,NA,5
Mali,2005,96.7,NA,NA,NA,6
Mali,2006,93.2,NA,NA,NA,7
Mali,2007,90.1,NA,NA,NA,8
Mali,2008,87.5,NA,NA,NA,9
Mali,2009,85,NA,NA,NA,10
Mali,2010,82.9,NA,NA,NA,10
Mali,2011,81,NA,NA,NA,10
Mali,2012,79.2,NA,2013,1,10
Mali,2013,77.6,NA,NA,NA,10
Mali,2014,75.9,NA,NA,NA,10
Mali,2015,74.5,NA,NA,NA,10
Malta,2002,6.4,US,2009,0,1
Malta,2003,6.2,NA,NA,NA,2
Malta,2004,6.1,NA,NA,NA,3
Malta,2005,6,NA,NA,NA,4
Malta,2006,5.9,NA,NA,NA,5
Malta,2007,5.9,NA,NA,NA,6
Malta,2008,5.8,NA,NA,NA,7
Malta,2009,5.7,NA,NA,NA,8
Malta,2010,5.6,NA,NA,NA,8
Malta,2011,5.6,NA,NA,NA,8
Malta,2012,5.5,NA,NA,NA,8
Malta,2013,5.3,NA,NA,NA,8
Malta,2014,5.2,NA,NA,NA,8
Malta,2015,5.1,NA,NA,NA,8
Marshall Islands,2000,33.5,US,2003,NA,1
Marshall Islands,2001,33.3,NA,NA,NA,2
Marshall Islands,2002,33.2,NA,NA,NA,3
Marshall Islands,2003,33,NA,NA,NA,4
Marshall Islands,2004,32.7,NA,NA,NA,4
Marshall Islands,2005,32.5,NA,NA,NA,4
Marshall Islands,2006,32.4,NA,NA,NA,4
Marshall Islands,2007,32.2,NA,NA,NA,4
Marshall Islands,2008,32.1,NA,NA,NA,4
Marshall Islands,2009,31.9,NA,NA,NA,4
Marshall Islands,2010,31.8,NA,NA,NA,4
Marshall Islands,2011,31.6,NA,NA,NA,4
Marshall Islands,2012,31.2,NA,NA,NA,4
Marshall Islands,2013,30.8,NA,NA,NA,4
Marshall Islands,2014,30.2,NA,NA,NA,4
Marshall Islands,2015,29.6,NA,NA,NA,4
Mauritius,2002,14.2,US,2003,NA,1
Mauritius,2003,13.8,NA,NA,NA,1
Mauritius,2004,13.7,NA,NA,NA,1
Mauritius,2005,13.8,NA,NA,NA,1
Mauritius,2006,14,NA,NA,NA,1
Mauritius,2007,14.1,NA,NA,NA,1
Mauritius,2008,13.9,NA,NA,NA,1
Mauritius,2009,13.6,NA,NA,NA,1
Mauritius,2010,13.3,NA,NA,NA,1
Mauritius,2011,13.1,NA,NA,NA,1
Mauritius,2012,12.8,NA,NA,NA,1
Mauritius,2013,12.6,NA,NA,NA,1
Mauritius,2014,12.2,NA,NA,NA,1
Mauritius,2015,11.8,NA,NA,NA,1
Mexico,2005,16.7,US,2009,0,1
Mexico,2006,16.2,NA,NA,NA,2
Mexico,2007,15.8,NA,NA,NA,3
Mexico,2008,15.4,NA,NA,NA,4
Mexico,2009,15,NA,NA,NA,5
Mexico,2010,14.4,NA,NA,NA,5
Mexico,2011,13.8,NA,NA,NA,5
Mexico,2012,13.1,NA,NA,NA,5
Mexico,2013,12.5,NA,NA,NA,5
Mexico,2014,11.9,NA,NA,NA,5
Mexico,2015,11.3,NA,NA,NA,5
Mongolia,2002,42.5,US,2003,NA,1
Mongolia,2003,39.8,NA,NA,NA,1
Mongolia,2004,37.3,NA,NA,NA,1
Mongolia,2005,34.9,NA,NA,NA,1
Mongolia,2006,32.7,NA,NA,NA,1
Mongolia,2007,30.6,NA,NA,NA,1
Mongolia,2008,28.6,NA,NA,NA,1
Mongolia,2009,26.8,NA,NA,NA,1
Mongolia,2010,25,NA,NA,NA,1
Mongolia,2011,23.4,NA,NA,NA,1
Mongolia,2012,22.1,NA,NA,NA,1
Mongolia,2013,20.9,NA,NA,NA,1
Mongolia,2014,19.9,NA,NA,NA,1
Mongolia,2015,19,NA,NA,NA,1
Montenegro,2006,8.8,US,2007,1,1
Montenegro,2007,8.2,NA,NA,NA,1
Montenegro,2008,7.4,NA,NA,NA,1
Montenegro,2009,6.8,NA,NA,NA,1
Montenegro,2010,6.3,NA,NA,NA,1
Montenegro,2011,5.7,NA,NA,NA,1
Montenegro,2012,5.3,NA,NA,NA,1
Montenegro,2013,4.9,NA,NA,NA,1
Montenegro,2014,4.6,NA,NA,NA,1
Montenegro,2015,4.3,NA,NA,NA,1
Myanmar,1989,80.1,US,2012,0,1
Myanmar,1990,78.3,NA,NA,NA,2
Myanmar,1991,76.4,NA,NA,NA,3
Myanmar,1992,74.6,NA,NA,NA,4
Myanmar,1993,72.7,NA,NA,NA,5
Myanmar,1994,70.8,NA,NA,NA,6
Myanmar,1995,69,NA,NA,NA,7
Myanmar,1996,67.3,NA,NA,NA,8
Myanmar,1997,65.6,NA,NA,NA,9
Myanmar,1998,63.9,NA,NA,NA,10
Myanmar,1999,62.3,NA,NA,NA,11
Myanmar,2000,60.7,NA,NA,NA,12
Myanmar,2001,59.2,NA,NA,NA,13
Myanmar,2002,57.7,NA,NA,NA,14
Myanmar,2003,56.2,NA,NA,NA,15
Myanmar,2004,54.7,NA,NA,NA,16
Myanmar,2005,53.2,NA,NA,NA,17
Myanmar,2006,51.7,NA,NA,NA,18
Myanmar,2007,50.2,NA,NA,NA,19
Myanmar,2008,53.4,NA,NA,NA,20
Myanmar,2009,47.3,NA,NA,NA,21
Myanmar,2010,45.8,NA,NA,NA,22
Myanmar,2011,44.5,NA,NA,NA,23
Myanmar,2012,43.2,NA,NA,NA,24
Myanmar,2013,41.9,NA,NA,NA,24
Myanmar,2014,40.7,NA,NA,NA,24
Myanmar,2015,39.5,NA,NA,NA,24
Namibia,2002,48.7,US,2009,0,1
Namibia,2003,48.1,NA,NA,NA,2
Namibia,2004,47.1,NA,NA,NA,3
Namibia,2005,45.3,NA,NA,NA,4
Namibia,2006,44.1,NA,NA,NA,5
Namibia,2007,42.7,NA,NA,NA,6
Namibia,2008,41.3,NA,NA,NA,7
Namibia,2009,39.2,NA,NA,NA,8
Namibia,2010,37.5,NA,NA,NA,8
Namibia,2011,36,NA,NA,NA,8
Namibia,2012,35.5,NA,NA,NA,8
Namibia,2013,34.3,NA,NA,NA,8
Namibia,2014,33.4,NA,NA,NA,8
Namibia,2015,32.8,NA,NA,NA,8
Nauru,2001,32.6,US,2003,NA,1
Nauru,2002,32.1,NA,NA,NA,2
Nauru,2003,31.7,NA,NA,NA,3
Nauru,2004,31.5,NA,NA,NA,3
Nauru,2005,31.5,NA,NA,NA,3
Nauru,2006,31.7,NA,NA,NA,3
Nauru,2007,32,NA,NA,NA,3
Nauru,2008,32.2,NA,NA,NA,3
Nauru,2009,32.2,NA,NA,NA,3
Nauru,2010,32,NA,NA,NA,3
Nauru,2011,31.5,NA,NA,NA,3
Nauru,2012,31,NA,NA,NA,3
Nauru,2013,30.4,NA,NA,NA,3
Nauru,2014,29.7,NA,NA,NA,3
Nauru,2015,29.1,NA,NA,NA,3
Nicaragua,1992,47.1,US,1995,1,1
Nicaragua,1993,45.2,NA,NA,NA,2
Nicaragua,1994,43.3,NA,NA,NA,3
Nicaragua,1995,41.4,NA,NA,NA,4
Nicaragua,1996,39.5,NA,NA,NA,4
Nicaragua,1997,37.6,NA,NA,NA,4
Nicaragua,1998,37,NA,NA,NA,4
Nicaragua,1999,34.2,NA,NA,NA,4
Nicaragua,2000,32.6,NA,NA,NA,4
Nicaragua,2001,31.2,NA,NA,NA,4
Nicaragua,2002,29.8,NA,NA,NA,4
Nicaragua,2003,28.6,NA,NA,NA,4
Nicaragua,2004,27.4,NA,NA,NA,4
Nicaragua,2005,26.3,NA,NA,NA,4
Nicaragua,2006,25.3,NA,NA,NA,4
Nicaragua,2007,24.4,NA,NA,NA,4
Nicaragua,2008,23.5,NA,NA,NA,4
Nicaragua,2009,22.7,NA,NA,NA,4
Nicaragua,2010,22,NA,NA,NA,4
Nicaragua,2011,21.3,NA,NA,NA,4
Nicaragua,2012,20.6,NA,NA,NA,4
Nicaragua,2013,20,NA,NA,NA,4
Nicaragua,2014,19.4,NA,NA,NA,4
Nicaragua,2015,18.8,NA,NA,NA,4
Niger,2002,94.1,US,2009,0,1
Niger,2003,90.2,NA,NA,NA,2
Niger,2004,86.2,NA,NA,NA,3
Niger,2005,82.3,NA,NA,NA,4
Niger,2006,78.7,NA,NA,NA,5
Niger,2007,75.2,NA,NA,NA,6
Niger,2008,71.9,NA,NA,NA,7
Niger,2009,68.9,NA,2011,1,8
Niger,2010,66.1,NA,NA,NA,8
Niger,2011,63.7,NA,NA,NA,8
Niger,2012,61.6,NA,NA,NA,8
Niger,2013,59.8,NA,NA,NA,8
Niger,2014,58.4,NA,NA,NA,8
Niger,2015,57.1,NA,NA,NA,8
Nigeria,1994,124.4,US,1999,1,1
Nigeria,1995,123.4,NA,NA,NA,2
Nigeria,1996,121.9,NA,NA,NA,3
Nigeria,1997,119.9,NA,NA,NA,4
Nigeria,1998,117.5,NA,NA,NA,5
Nigeria,1999,114.8,US,2001,NA,6
Nigeria,2000,112,NA,NA,NA,7
Nigeria,2001,109,US,2003,NA,8
Nigeria,2002,105.9,NA,NA,NA,9
Nigeria,2003,102.9,US,2009,0,10
Nigeria,2004,99.8,NA,NA,NA,11
Nigeria,2005,96.6,NA,NA,NA,12
Nigeria,2006,93.4,NA,NA,NA,13
Nigeria,2007,90.3,NA,NA,NA,14
Nigeria,2008,87.3,NA,NA,NA,15
Nigeria,2009,84.3,NA,NA,NA,16
Nigeria,2010,81.5,NA,NA,NA,16
Nigeria,2011,78.8,NA,NA,NA,16
Nigeria,2012,76.2,NA,NA,NA,16
Nigeria,2013,73.8,NA,NA,NA,16
Nigeria,2014,71.5,NA,NA,NA,16
Nigeria,2015,69.4,NA,NA,NA,16
Pakistan,1990,106.1,US,1998,0,1
Pakistan,1991,104.3,NA,NA,NA,2
Pakistan,1992,102.5,NA,NA,NA,3
Pakistan,1993,100.7,NA,NA,NA,4
Pakistan,1994,98.9,NA,NA,NA,5
Pakistan,1995,97.1,US,1999,NA,9
Pakistan,1996,95.2,NA,NA,NA,10
Pakistan,1997,93.3,NA,NA,NA,11
Pakistan,1998,91.4,NA,2001,0,12
Pakistan,1999,89.5,NA,2003,0,13
Pakistan,2000,87.7,NA,NA,NA,13
Pakistan,2001,86,NA,NA,NA,13
Pakistan,2002,84.4,US,2004,1,13
Pakistan,2003,82.9,NA,NA,NA,14
Pakistan,2004,81.4,NA,NA,NA,15
Pakistan,2005,80,US,2015,NA,15
Pakistan,2006,78.7,NA,NA,NA,16
Pakistan,2007,77.4,NA,NA,NA,17
Pakistan,2008,76.1,NA,NA,NA,18
Pakistan,2009,74.8,NA,NA,NA,19
Pakistan,2010,73.5,NA,NA,NA,20
Pakistan,2011,72.1,NA,NA,0,21
Pakistan,2012,70.6,NA,NA,NA,22
Pakistan,2013,69.1,NA,NA,NA,23
Pakistan,2014,67.4,NA,NA,NA,24
Pakistan,2015,65.8,NA,NA,NA,25
Panama,1987,28.1,US,1990,1,1
Panama,1988,27.2,NA,NA,NA,2
Panama,1989,26.4,NA,NA,NA,3
Panama,1990,25.7,NA,NA,NA,4
Panama,1991,25.1,NA,NA,NA,4
Panama,1992,24.6,NA,NA,NA,4
Panama,1993,24.2,NA,NA,NA,4
Panama,1994,23.8,US,1995,NA,4
Panama,1995,23.5,NA,NA,NA,4
Panama,1996,23.3,NA,NA,NA,4
Panama,1997,23,NA,NA,NA,4
Panama,1998,22.7,NA,NA,NA,4
Panama,1999,22.3,NA,NA,NA,4
Panama,2000,21.9,NA,NA,NA,4
Panama,2001,21.4,NA,NA,NA,4
Panama,2002,20.9,US,2003,NA,4
Panama,2003,20.4,NA,NA,NA,4
Panama,2004,19.9,NA,NA,NA,4
Panama,2005,19.4,NA,NA,NA,4
Panama,2006,19,NA,NA,NA,4
Panama,2007,18.5,NA,NA,NA,4
Panama,2008,18,NA,NA,NA,4
Panama,2009,17.5,NA,NA,NA,4
Panama,2010,17,NA,NA,NA,4
Panama,2011,16.5,NA,NA,NA,4
Panama,2012,16,NA,NA,NA,4
Panama,2013,15.5,NA,NA,NA,4
Panama,2014,15.1,NA,NA,NA,4
Panama,2015,14.6,NA,NA,NA,4
Paraguay,1995,31.8,US,1997,NA,1
Paraguay,1996,30.9,NA,1996,NA,2
Paraguay,1997,30.1,NA,NA,NA,3
Paraguay,1998,29.3,US,2001,NA,3
Paraguay,1999,28.5,NA,NA,NA,4
Paraguay,2000,27.7,NA,NA,NA,5
Paraguay,2001,26.9,US,2009,0,6
Paraguay,2002,26.1,NA,NA,NA,7
Paraguay,2003,25.3,NA,NA,NA,8
Paraguay,2004,24.6,NA,NA,NA,9
Paraguay,2005,23.8,NA,NA,NA,10
Paraguay,2006,23.1,NA,NA,NA,11
Paraguay,2007,22.4,NA,NA,NA,12
Paraguay,2008,21.7,NA,NA,NA,13
Paraguay,2009,21,NA,NA,NA,14
Paraguay,2010,20.4,NA,NA,NA,14
Paraguay,2011,19.8,NA,NA,NA,14
Paraguay,2012,19.2,NA,NA,NA,14
Paraguay,2013,18.6,NA,NA,NA,14
Paraguay,2014,18.1,NA,NA,NA,14
Paraguay,2015,17.5,NA,NA,NA,14
Peru,1994,45.4,US,1995,NA,1
Peru,1995,42.5,US,1998,1,1
Peru,1996,39.7,NA,NA,NA,2
Peru,1997,36.9,NA,NA,NA,3
Peru,1998,34.3,NA,NA,NA,4
Peru,1999,31.8,NA,NA,NA,4
Peru,2000,29.6,NA,2000,NA,4
Peru,2001,27.6,US,2009,0,4
Peru,2002,25.7,NA,NA,NA,5
Peru,2003,24.1,NA,NA,NA,6
Peru,2004,22.6,NA,NA,NA,7
Peru,2005,21.3,NA,NA,NA,8
Peru,2006,20.1,NA,NA,NA,9
Peru,2007,19,NA,NA,NA,10
Peru,2008,18,NA,NA,NA,11
Peru,2009,17.1,NA,NA,NA,12
Peru,2010,16.3,NA,NA,NA,12
Peru,2011,15.6,NA,NA,NA,12
Peru,2012,14.9,NA,NA,NA,12
Peru,2013,14.2,NA,NA,NA,12
Peru,2014,13.6,NA,NA,NA,12
Peru,2015,13.1,NA,NA,NA,12
Romania,2002,21.6,US,2004,NA,1
Romania,2003,20.6,NA,NA,NA,2
Romania,2004,19.5,NA,NA,NA,3
Romania,2005,18.2,NA,NA,NA,3
Romania,2006,16.7,NA,NA,NA,3
Romania,2007,15.3,NA,NA,NA,3
Romania,2008,14,NA,NA,NA,3
